Age,Race,Sex,Charge,Bond,Duration_Jail
39,White,M,ASSAULT ON FAMILY MEMBER 2ND,0.0,-1
39,White,M,FALSE IMPRISONMENT - 2ND DEGREE,0.0,-1
23,White,M,ATTEMPTED RAPE,0.0,-1
23,White,M,KIDNAPPING,25000.0,-1
23,White,M,BATTERY - 3RD DEGREE,0.0,-1
25,Hispanic,F,INTRODUCING A CONTROLLED SUBSTANCE INTO,0.0,-1
38,White,M,BATTERY - 2ND DEGREE,0.0,-1
29,White,M,THEFT OF PROPERTY,0.0,-1
26,Black,M,ENGAGE IN CONTINUING CRIME GANG OR ENTER,0.0,-1
31,White,F,SHOPLIFTING,0.0,-1
29,White,M,ATTEMPTED MURDER,0.0,-1
29,White,M,DOMESTIC BATTERING - 1ST DEGREE,100000.0,-1
31,White,M,THEFT OF PROPERTY,0.0,-1
31,White,M,THEFT OF PROPERTY,0.0,-1
68,White,M,BATTERY - 2ND DEGREE,2500.0,-1
44,White,M,ASSAULT ON FAMILY MEMBER 3RD,0.0,-1
40,White,M,THEFT OF PROPERTY,0.0,-1
30,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,5000.0,-1
24,Black,M,BATTERY - 2ND DEGREE,0.0,-1
24,Black,M,BATTERY - 3RD DEGREE,0.0,-1
26,White,M,TERRORISTIC THREATENING,5000.0,-1
26,White,M,THEFT OF PROPERTY,0.0,-1
52,White,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,7500.0,-1
52,White,M,TERRORISTIC THREATENING,0.0,-1
28,White,M,ROBBERY,2000.0,-1
25,White,F,SHOPLIFTING,0.0,-1
25,White,F,THEFT OF PROPERTY,0.0,-1
32,White,M,SHOPLIFTING,0.0,-1
37,White,M,THEFT OF PROPERTY,0.0,-1
53,White,M,KIDNAPPING,50000.0,-1
53,White,M,ROBBERY,0.0,-1
53,White,M,AGGRAVATED ASSAULT,0.0,-1
25,Black,M,SHOPLIFTING,0.0,-1
25,Black,M,THEFT OF PROPERTY,0.0,-1
25,Black,M,LEAVING SCENE OF ACC./INJURY,60000.0,-1
25,Black,M,THEFT OF PROPERTY(4   Counts),0.0,-1
25,Black,M,ASSAULT - 3RD DEGREE,0.0,-1
25,Black,M,THEFT OF PROPERTY,0.0,-1
44,White,M,THEFT OF PROPERTY,3500.0,-1
21,White,M,BATTERY - 1ST DEGREE,0.0,-1
21,White,M,ASSAULT ON FAMILY MEMBER 3RD,0.0,-1
26,White,M,AGGRAVATED ASSAULT,5000.0,-1
26,White,M,AGGRAVATED ASSAULT,0.0,-1
26,White,F,BATTERY - 2ND DEGREE,2500.0,-1
22,White,M,CAPITAL MURDER,0.0,-1
22,White,M,ATTEMPTED MURDER,0.0,-1
22,White,M,CAPITAL MURDER,0.0,-1
25,White,M,LEAVING SCENE OF ACC./INJURY,0.0,-1
41,Black,M,BATTERY - 2ND DEGREE(2   Counts),3500.0,-1
41,Black,M,ROBBERY,0.0,-1
31,White,M,BATTERY - 2ND DEGREE(3   Counts),5000.0,-1
31,White,M,BATTERY - 3RD DEGREE,0.0,-1
31,White,M,BATTERY - 2ND DEGREE(2   Counts),5000.0,-1
34,White,M,ROBBERY,5000.0,-1
34,White,M,AGGRAVATED ASSAULT,0.0,-1
42,White,F,BATTERY - 2ND DEGREE,0.0,-1
20,Black,M,BATTERY - 2ND DEGREE,0.0,-1
45,Black,M,BATTERY - 3RD DEGREE,0.0,-1
52,Black,M,AGGRAVATED ASSAULT,0.0,-1
52,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,5000.0,-1
21,White,M,MURDER - 1ST DEGREE,750000.0,-1
31,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
31,Black,M,DOMESTIC BATTERING - 1ST DEGREE,0.0,-1
36,White,M,AGGRAVATED ASSAULT,5000.0,-1
36,White,M,BATTERY - 3RD DEGREE,0.0,-1
42,White,M,BATTERY - 2ND DEGREE,25000.0,-1
25,White,M,HARASSING COMMUNICATIONS,0.0,-1
41,White,M,AGGRAVATED ASSAULT,5000.0,-1
41,White,M,TERRORISTIC THREATENING,0.0,-1
49,Black,M,BATTERY - 3RD DEGREE,0.0,-1
44,Black,M,THEFT OF PROPERTY,0.0,-1
18,White,M,THEFT OF PROPERTY,0.0,-1
31,White,M,BATTERY - 2ND DEGREE,10000.0,-1
31,White,M,THEFT OF PROPERTY,0.0,-1
55,p,M,SEXUAL ASSAULT 2ND DEGREE,25000.0,-1
38,White,F,THEFT OF PROPERTY,2500.0,-1
34,None,M,SEXUAL ASSAULT 2ND DEGREE,0.0,-1
34,None,M,SEXUAL ASSAULT 2ND DEGREE,30000.0,-1
34,None,M,DOMESTIC BATTERING - 2ND DEGREE,0.0,-1
34,None,M,DOMESTIC BATTERING - 1ST DEGREE,20000.0,-1
38,White,M,THEFT OF PROPERTY,0.0,-1
38,White,M,THEFT OF PROPERTY,0.0,-1
39,White,M,SHOPLIFTING,0.0,-1
35,White,M,BATTERY - 2ND DEGREE,25000.0,-1
34,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
26,White,M,RAPE / SEXUAL INTERCOURSE(3   Counts),500000.0,-1
26,White,M,FALSE IMPRISONMENT - 1ST DEGREE,0.0,-1
26,White,M,KIDNAPPING,0.0,-1
40,White,M,MURDER - 1ST DEGREE,0.0,-1
40,White,M,CAPITAL MURDER,500000.0,-1
45,Black,M,HARASSMENT,0.0,-1
40,Black,M,DOMESTIC BATTERING - 2ND DEGREE,50000.0,-1
40,Black,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
40,Black,M,ASSAULT - 2ND DEGREE,0.0,-1
31,White,M,TERRORISTIC THREATENING,3500.0,-1
31,White,M,BATTERY - 2ND DEGREE,0.0,-1
29,Hispanic,M,DOMESTIC BATTERING - 2ND DEGREE,3500.0,-1
32,p,M,ASSAULT ON FAMILY MEMBER 2ND,0.0,-1
24,Black,M,ENGAGE IN CONTINUING CRIME GANG OR ENTER,0.0,-1
19,Hispanic,M,THEFT OF PROPERTY,0.0,-1
20,Hispanic,M,RAPE / SEXUAL INTERCOURSE,15000.0,-1
25,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,5000.0,-1
25,Hispanic,M,ASSAULT ON FAMILY MEMBER 1ST,0.0,-1
41,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,15000.0,-1
42,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,5000.0,-1
42,Hispanic,M,AGGRAVATED ASSAULT,0.0,-1
22,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,5000.0,-1
43,Hispanic,M,TERRORISTIC THREATENING,3500.0,-1
29,Black,M,BATTERY - 1ST DEGREE,350000.0,-1
29,Black,M,HABITUAL OFFENDER,0.0,-1
46,White,M,TERRORISTIC THREATENING,500000.0,-1
46,White,M,THEFT OF PROPERTY,0.0,-1
31,Black,F,TERRORISTIC THREATENING,2500.0,-1
55,White,M,DOMESTIC BATTERING - 3RD DEGREE,1090.0,-1
27,White,M,DOMESTIC BATTERING - 3RD DEGREE,10000.0,-1
30,White,M,TERRORISTIC THREATENING,5000.0,-1
31,White,M,RAPE / SEXUAL INTERCOURSE(3   Counts),100000.0,-1
31,White,M,FALSE IMPRISONMENT - 1ST DEGREE,0.0,-1
31,White,M,KIDNAPPING,0.0,-1
25,Black,M,TERRORISTIC THREATENING,10000.0,-1
25,Black,M,ASSAULT ON FAMILY MEMBER 1ST,0.0,-1
25,Black,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
38,White,M,TERRORISTIC THREATENING,10000.0,-1
34,White,M,INTRODUCING A CONTROLLED SUBSTANCE INTO,0.0,-1
20,White,M,BATTERY - 2ND DEGREE,3500.0,-1
33,Hispanic,M,BATTERY - 3RD DEGREE,0.0,-1
20,Black,M,RAPE / SEXUAL INTERCOURSE,50000.0,-1
20,Black,M,KIDNAPPING,0.0,-1
20,Black,M,BATTERY - 3RD DEGREE,0.0,-1
20,Black,M,THEFT OF PROPERTY,0.0,-1
41,White,M,THEFT OF PROPERTY,5000.0,-1
20,White,M,BATTERY - 2ND DEGREE,0.0,-1
20,White,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
43,Hispanic,M,RAPE / SEXUAL INTERCOURSE,25000.0,-1
23,Black,M,THEFT OF PROPERTY,0.0,-1
25,Black,M,MURDER - 1ST DEGREE,0.0,-1
43,Hispanic,M,CAPITAL MURDER,250000.0,-1
30,White,F,SHOPLIFTING,0.0,-1
33,None,M,AGGRAVATED ASSAULT,25000.0,-1
36,White,M,THEFT OF SERVICES,885.0,-1
33,White,M,DOMESTIC BATTERING - 3RD DEGREE,5000.0,-1
33,White,M,TERRORISTIC THREATENING,0.0,-1
33,White,M,FALSE IMPRISONMENT - 2ND DEGREE,0.0,-1
19,Black,M,TERRORISTIC ACT,15000.0,-1
19,Black,M,ENGAGE IN CONTINUING CRIME GANG OR ENTER,0.0,-1
19,Black,M,AGGRAVATED ASSAULT,0.0,-1
19,Black,M,AGGRAVATED ASSAULT,0.0,-1
18,Hispanic,M,AGGRAVATED ASSAULT,25000.0,-1
18,Hispanic,M,ENGAGE IN CONTINUING CRIME GANG OR ENTER,0.0,-1
36,Hispanic,M,RAPE / SEXUAL INTERCOURSE,150000.0,-1
36,Hispanic,M,KIDNAPPING,0.0,-1
36,Hispanic,M,DOMESTIC BATTERING - 1ST DEGREE,0.0,-1
36,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
36,Hispanic,M,TERRORISTIC THREATENING,0.0,-1
36,Hispanic,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
25,Black,M,RAPE / SEXUAL INTERCOURSE,75000.0,-1
31,White,F,THEFT OF PROPERTY,3500.0,-1
23,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
57,White,M,TERRORISTIC THREATENING,5000.0,-1
49,White,M,ASSAULT - 3RD DEGREE,0.0,-1
29,White,M,ASSAULT - 3RD DEGREE,0.0,-1
37,Black,M,AGGRAVATED ASSAULT,0.0,-1
37,Black,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
30,White,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
42,White,M,RAPE / SEXUAL INTERCOURSE,0.0,-1
42,White,M,KIDNAPPING,0.0,-1
42,White,M,AGGRAVATED ASSAULT,0.0,-1
21,White,M,TERRORISTIC THREATENING,5000.0,-1
21,White,M,HARASSING COMMUNICATIONS,0.0,-1
22,White,M,SHOPLIFTING,0.0,-1
32,Black,M,MURDER - 1ST DEGREE,0.0,-1
32,Black,M,CAPITAL MURDER,750000.0,-1
21,White,M,CAPITAL MURDER,0.0,-1
21,White,M,ATTEMPTED MURDER,0.0,-1
32,White,M,BATTERY - 2ND DEGREE,0.0,-1
40,White,M,THEFT OF PROPERTY  MOTOR VEHICLE(2   Counts),0.0,-1
34,White,M,DOMESTIC BATTERING - 2ND DEGREE,3500.0,-1
34,White,M,BATTERY - 2ND DEGREE,0.0,-1
28,White,M,"THEFT OF PROPERTY - LOST, MISLAID, DELIV(2   Counts)",0.0,-1
31,Asian,M,RAPE -FORCIBLE FONDLING,50000.0,-1
31,Asian,M,SEXUAL ASSAULT 2ND DEGREE(2   Counts),0.0,-1
51,White,M,BATTERY - 2ND DEGREE,3500.0,-1
51,White,M,DOMESTIC BATTERING - 2ND DEGREE,5000.0,-1
27,Black,M,SEXUAL ASSAULT 1ST DEGREE(2   Counts),25000.0,-1
19,White,M,TERRORISTIC THREATENING,10000.0,-1
19,White,M,ASSAULT ON FAMILY MEMBER 3RD,0.0,-1
19,White,M,ASSAULT ON FAMILY MEMBER 3RD,365.0,-1
18,White,M,MURDER - 1ST DEGREE,500000.0,-1
18,White,M,TERRORISTIC ACT,0.0,-1
18,White,M,ENGAGE IN CONTINUING CRIME GANG OR ENTER,0.0,-1
18,White,M,AGGRAVATED ASSAULT,0.0,-1
26,White,M,FALSE IMPRISONMENT - 1ST DEGREE,4000.0,-1
26,White,M,AGGRAVATED ASSAULT,0.0,-1
26,White,M,TERRORISTIC THREATENING,0.0,-1
26,White,M,BATTERY - 3RD DEGREE,0.0,-1
30,White,M,THEFT OF PROPERTY,0.0,-1
19,Black,M,TERRORISTIC ACT,20000.0,-1
19,Black,M,ENGAGE IN CONTINUING CRIME GANG OR ENTER,0.0,-1
19,Black,M,AGGRAVATED ASSAULT,0.0,-1
19,Black,M,AGGRAVATED ASSAULT,0.0,-1
42,White,M,AGGRAVATED ROBBERY,25000.0,-1
42,White,M,SHOPLIFTING,0.0,-1
42,White,M,AGGRAVATED ROBBERY,500000.0,-1
42,White,M,THEFT OF PROPERTY,0.0,-1
27,Hispanic,F,AGGRAVATED ROBBERY,5000.0,-1
27,Hispanic,F,KIDNAPPING,0.0,-1
27,Hispanic,F,THEFT OF PROPERTY,0.0,-1
27,Hispanic,F,BATTERY - 3RD DEGREE,0.0,-1
27,Hispanic,F,BATTERY - 3RD DEGREE,0.0,-1
35,White,M,RAPE / SEXUAL INTERCOURSE,100000.0,-1
40,White,M,BATTERY - 3RD DEGREE,0.0,-1
23,Black,M,BATTERY - 2ND DEGREE,0.0,-1
23,Black,M,ASSAULT - 3RD DEGREE,0.0,-1
36,White,M,RAPE / SEXUAL INTERCOURSE,50000.0,-1
36,White,M,SEXUAL ASSAULT 4TH DEGREE,0.0,-1
36,White,M,SEXUAL ASSAULT 2ND DEGREE,0.0,-1
26,White,M,BATTERY - 2ND DEGREE,1000.0,-1
26,White,M,ATTEMPTED MURDER,0.0,-1
26,White,M,KIDNAPPING,0.0,-1
26,White,M,TERRORISTIC ACT,100000.0,-1
26,White,M,AGGRAVATED ASSAULT,0.0,-1
23,White,F,KIDNAPPING,20000.0,-1
23,White,F,KIDNAPPING,0.0,-1
25,White,M,THEFT OF PROPERTY,3500.0,-1
33,White,M,THEFT OF PROPERTY,0.0,-1
34,White,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,10000.0,-1
34,White,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
35,White,M,RAPE / SEXUAL INTERCOURSE,50000.0,-1
35,White,M,SEXUAL ASSAULT 2ND DEGREE,0.0,-1
21,Black,M,SHOPLIFTING,0.0,-1
21,Black,M,THEFT OF PROPERTY,0.0,-1
61,White,F,ATTEMPTED MURDER,0.0,-1
61,White,F,BATTERY - 1ST DEGREE,250000.0,-1
35,White,M,BATTERY - 2ND DEGREE,10000.0,-1
36,Hispanic,M,RAPE -FORCIBLE FONDLING,0.0,-1
49,White,M,THEFT OF PROPERTY,0.0,-1
34,White,M,SHOPLIFTING,0.0,-1
34,Black,M,DOMESTIC BATTERING - 3RD DEGREE,5000.0,-1
26,White,M,AGGRAVATED ASSAULT,5000.0,-1
26,White,M,AGGRAVATED ASSAULT,0.0,-1
36,White,M,AGGRAVATED ASSAULT,5000.0,-1
36,White,M,BATTERY - 3RD DEGREE,0.0,-1
21,White,M,SHOPLIFTING,565.0,-1
24,White,M,LEAVING SCENE OF ACC./INJURY,0.0,-1
22,White,M,SHOPLIFTING,0.0,-1
26,White,M,BATTERY - 2ND DEGREE,1000.0,-1
44,White,M,RAPE -FORCIBLE FONDLING,25000.0,-1
55,White,M,DOMESTIC BATTERING - 2ND DEGREE(2   Counts),15000.0,-1
60,Hispanic,M,SEXUAL ASSAULT 2ND DEGREE,10000.0,-1
39,White,M,DOMESTIC BATTERING - 2ND DEGREE,15000.0,-1
39,White,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
29,White,M,THEFT OF PROPERTY,0.0,-1
37,White,M,FALSE IMPRISONMENT - 1ST DEGREE,0.0,-1
37,White,M,TERRORISTIC THREATENING,0.0,-1
68,White,M,BATTERY - 2ND DEGREE,2500.0,-1
52,White,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,7500.0,-1
52,White,M,TERRORISTIC THREATENING,0.0,-1
64,White,M,ASSAULT ON FAMILY MEMBER 3RD,570.0,-1
31,White,M,BATTERY - 2ND DEGREE(3   Counts),5000.0,-1
31,White,M,BATTERY - 2ND DEGREE(2   Counts),5000.0,-1
48,White,M,DOMESTIC BATTERING - 3RD DEGREE,1525.5,-1
31,White,M,BATTERY - 2ND DEGREE,10000.0,-1
55,p,M,SEXUAL ASSAULT 2ND DEGREE,25000.0,-1
32,p,M,ASSAULT ON FAMILY MEMBER 2ND,0.0,-1
20,Hispanic,M,RAPE / SEXUAL INTERCOURSE,15000.0,-1
25,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,5000.0,-1
25,Hispanic,M,ASSAULT ON FAMILY MEMBER 1ST,0.0,-1
25,Hispanic,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
55,White,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
18,White,F,TERRORISTIC ACT,25000.0,-1
18,White,F,AGGRAVATED ASSAULT(4   Counts),0.0,-1
24,White,M,LEAVING SCENE OF ACC./INJURY,0.0,-1
23,Black,M,THEFT OF PROPERTY,0.0,-1
43,Hispanic,M,CAPITAL MURDER,250000.0,-1
19,White,M,TERRORISTIC THREATENING,10000.0,-1
19,White,M,ASSAULT ON FAMILY MEMBER 3RD,0.0,-1
34,White,M,AGGRAVATED ASSAULT,2500.0,-1
27,Hispanic,F,AGGRAVATED ROBBERY,5000.0,-1
23,White,M,SEXUAL ASSAULT 2ND DEGREE,10000.0,-1
20,White,F,DOMESTIC BATTERING - 3RD DEGREE,1525.0,-1
25,White,M,SHOPLIFTING,1080.0,-1
24,Black,M,THEFT OF PROPERTY,685.0,-1
27,White,M,TERRORISTIC THREATENING,25000.0,-1
27,White,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
34,Black,M,THEFT OF PROPERTY,0.0,-1
46,White,M,THEFT OF PROPERTY,0.0,-1
35,Black,F,MURDER - 1ST DEGREE,100000.0,-1
44,White,M,RAPE -FORCIBLE FONDLING,25000.0,-1
44,White,M,SEXUAL ASSAULT 2ND DEGREE,0.0,-1
47,White,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
47,White,M,FALSE IMPRISONMENT - 1ST DEGREE,0.0,-1
69,White,M,RAPE / SEXUAL INTERCOURSE(2   Counts),250000.0,-1
69,White,M,SEXUAL ASSAULT 2ND DEGREE(2   Counts),0.0,-1
60,Hispanic,M,SEXUAL ASSAULT 3RD DEGREE,0.0,-1
60,Hispanic,M,ASSAULT ON FAMILY MEMBER 3RD,0.0,-1
60,Hispanic,M,FALSE IMPRISONMENT - 2ND DEGREE,0.0,-1
60,Hispanic,M,SEXUAL ASSAULT 2ND DEGREE,10000.0,-1
30,White,M,BATTERY - 3RD DEGREE,0.0,-1
23,White,M,THEFT OF PROPERTY,0.0,-1
23,White,M,THEFT OF PROPERTY,0.0,-1
23,White,M,THEFT OF PROPERTY,0.0,-1
39,White,M,DOMESTIC BATTERING - 2ND DEGREE,15000.0,-1
39,White,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
25,White,M,THEFT OF PROPERTY (SHOPLIFTING),0.0,-1
31,Black,M,THEFT OF PROPERTY,0.0,-1
32,Black,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
32,Black,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
22,White,M,TERRORISTIC THREATENING,25000.0,-1
22,White,M,DOMESTIC BATTERING - 2ND DEGREE,0.0,-1
39,White,M,DOMESTIC BATTERING - 2ND DEGREE,15000.0,-1
39,White,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
39,White,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
28,White,M,ASSAULT ON FAMILY MEMBER 3RD,0.0,-1
28,White,M,FALSE IMPRISONMENT - 2ND DEGREE,0.0,-1
33,Black,M,HARASSMENT,0.0,-1
33,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
28,Black,M,DOMESTIC BATTERING - 2ND DEGREE,3500.0,-1
28,White,F,SHOPLIFTING,0.0,-1
29,White,M,THEFT OF PROPERTY,0.0,-1
37,Black,M,TERRORISTIC THREATENING,0.0,-1
37,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
31,White,M,AGGRAVATED ASSAULT,0.0,-1
48,White,M,RAPE / SEXUAL INTERCOURSE,0.0,-1
48,White,M,SEXUAL ASSAULT 2ND DEGREE(2   Counts),50000.0,-1
48,White,M,SEXUAL ASSAULT 2ND DEGREE,0.0,-1
37,White,M,FALSE IMPRISONMENT - 1ST DEGREE,0.0,-1
37,White,M,TERRORISTIC THREATENING,0.0,-1
39,White,M,ASSAULT ON FAMILY MEMBER 2ND,0.0,-1
39,White,M,FALSE IMPRISONMENT - 2ND DEGREE,0.0,-1
23,White,M,ATTEMPTED RAPE,0.0,-1
23,White,M,KIDNAPPING,25000.0,-1
23,White,M,BATTERY - 3RD DEGREE,0.0,-1
25,Hispanic,F,INTRODUCING A CONTROLLED SUBSTANCE INTO,0.0,-1
29,White,M,THEFT OF PROPERTY,0.0,-1
26,Black,M,ENGAGE IN CONTINUING CRIME GANG OR ENTER,0.0,-1
29,White,M,ATTEMPTED MURDER,0.0,-1
29,White,M,DOMESTIC BATTERING - 1ST DEGREE,100000.0,-1
31,White,M,THEFT OF PROPERTY,0.0,-1
31,White,M,THEFT OF PROPERTY,0.0,-1
68,White,M,BATTERY - 2ND DEGREE,2500.0,-1
40,White,M,THEFT OF PROPERTY,0.0,-1
30,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,5000.0,-1
24,Black,M,BATTERY - 2ND DEGREE,0.0,-1
24,Black,M,BATTERY - 3RD DEGREE,0.0,-1
21,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,5000.0,-1
21,Black,M,TERRORISTIC THREATENING,0.0,-1
21,Black,M,DOMESTIC BATTERING - 3RD DEGREE,0.0,-1
28,White,M,ROBBERY,2000.0,-1
32,White,M,SHOPLIFTING,0.0,-1
37,Black,M,BATTERY - 2ND DEGREE,0.0,-1
41,Asian,M,CAPITAL MURDER,0.0,-1
37,White,M,THEFT OF PROPERTY,0.0,-1
53,White,M,KIDNAPPING,50000.0,-1
53,White,M,ROBBERY,0.0,-1
53,White,M,AGGRAVATED ASSAULT,0.0,-1
25,Black,M,SHOPLIFTING,0.0,-1
25,Black,M,THEFT OF PROPERTY,0.0,-1
25,Black,M,LEAVING SCENE OF ACC./INJURY,60000.0,-1
25,Black,M,THEFT OF PROPERTY(4   Counts),0.0,-1
25,Black,M,ASSAULT - 3RD DEGREE,0.0,-1
25,Black,M,THEFT OF PROPERTY,0.0,-1
21,White,M,BATTERY - 1ST DEGREE,0.0,-1
21,White,M,ASSAULT ON FAMILY MEMBER 3RD,0.0,-1
26,White,M,AGGRAVATED ASSAULT,5000.0,-1
26,White,M,AGGRAVATED ASSAULT,0.0,-1
49,White,M,THEFT OF PROPERTY,0.0,-1
22,White,M,CAPITAL MURDER,0.0,-1
22,White,M,ATTEMPTED MURDER,0.0,-1
22,White,M,CAPITAL MURDER,0.0,-1
47,White,M,THEFT OF PROPERTY,0.0,-1
25,White,M,LEAVING SCENE OF ACC./INJURY,0.0,-1
41,Black,M,BATTERY - 2ND DEGREE(2   Counts),3500.0,-1
41,Black,M,ROBBERY,0.0,-1
31,White,M,BATTERY - 2ND DEGREE(3   Counts),5000.0,-1
31,White,M,BATTERY - 3RD DEGREE,0.0,-1
31,White,M,BATTERY - 2ND DEGREE(2   Counts),5000.0,-1
34,White,M,ROBBERY,5000.0,-1
34,White,M,AGGRAVATED ASSAULT,0.0,-1
42,White,F,BATTERY - 2ND DEGREE,0.0,-1
52,Black,M,AGGRAVATED ASSAULT,0.0,-1
52,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,5000.0,-1
21,White,M,MURDER - 1ST DEGREE,750000.0,-1
31,Black,M,AGGRAVATED ASSAULT ON A FAMILY OR HOUSEH,0.0,-1
31,Black,M,DOMESTIC BATTERING - 1ST DEGREE,0.0,-1
42,White,M,BATTERY - 2ND DEGREE,2500.0,-1
39,Black,M,DOMESTIC BATTERING - 3RD DEGREE,3500.0,-1
23,White,F,LEAVING SCENE OF ACC./INJURY,0.0,-1
25,White,M,HARASSING COMMUNICATIONS,0.0,-1
51,White,M,SHOPLIFTING,0.0,-1
49,Black,M,BATTERY - 3RD DEGREE,0.0,-1
44,Black,M,THEFT OF PROPERTY,0.0,-1
31,White,M,BATTERY - 2ND DEGREE,10000.0,-1
31,White,M,THEFT OF PROPERTY,0.0,-1
55,p,M,SEXUAL ASSAULT 2ND DEGREE,25000.0,-1
38,White,F,THEFT OF PROPERTY,2500.0,-1
34,None,M,SEXUAL ASSAULT 2ND DEGREE,0.0,-1
