Sex,Race,Charge,Bond,Duration_Jail
M,Hispanic,THEFT/MISD,200.0,-1
M,Hispanic,FUGITIVE FROM JUSTIC,0.0,-1
M,None,DIST/MANF SCH1 DRUG,0.0,366
M,None,HIT & RUN,0.0,-1
M,None,D/L REQUIRED (STATE),0.0,-1
M,Hispanic,POSS SCH 2 DRUGS,5000.0,-1
M,None,SIMPLE ASSAULT,0.0,-1
M,None,SEAT BELT VIOL,0.0,-1
M,None,LIC PLATE REQUIRED/S,0.0,-1
M,None,D/L REQUIRED (STATE),0.0,-1
M,None,INSURANCE REQUIRED,0.0,-1
M,None,CONTRABAND PENAL INS,0.0,-1
M,None,POSS/DIST MANF CULT,0.0,-1
M,None,POSS/DIST MANF SCH I,0.0,-1
M,Black,BURGLARY/SIMPLE,80000.0,-1
M,Black,THEFT,0.0,-1
M,Black,BURGLARY/SIMPLE,35000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,THEFT OF A FIREARM,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,8000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,POSS/DIST MANF SCH I,15000.0,-1
M,Black,DOMESTIC ABUSE BATTE,10000.0,-1
M,Black,WARRANT/BENCH WARRAN,10000.0,-1
M,Black,BATT/SIMPLE/CC,500.0,-1
M,Black,BATT/SIMPLE/CC,0.0,-1
M,Black,DIST/MANF SCH1 DRUG,0.0,-1
M,Black,DIST/MANF SCH 2 DRUG,0.0,-1
M,Black,SIMPLE ROBBERY,0.0,-1
M,Black,BATT/DATING PARTNER,0.0,-1
M,Black,UNAU USE OF MOTOR VE,0.0,-1
M,Black,HIT & RUN,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,DWI 2ND OFFENSE,0.0,-1
M,Black,RECK OPER OF VEHICLE,0.0,-1
M,Black,LIC PLATE REQUIRED,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,D/L SUSP/REV,0.0,-1
M,Black,BURGLARY/SIMPLE,5000.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
F,Black,AGGRAVATED BATTERY,15000.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,-1
M,White,WARRANT/BENCH WARRAN,1250.0,1
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,Black,,,-1
M,Black,,,48
M,Black,UNAU ENTRY INHAB DWE,17500.0,-1
M,Black,RESISTING AN OFFICER,0.0,-1
M,Black,,,0
M,White,DOMESTIC ABUSE BATTE,2500.0,-1
M,Black,SECOND DEGREE MURDER,100000.0,-1
M,Black,POSS MARIJUANA/CC,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,PROBATION OR PAROLE,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,RECK OPER OF VEHICLE,3400.0,-1
M,Black,D/L NOT IN POSS/CC,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,HIT & RUN/CC,0.0,-1
M,Black,POSS SCH 1 DRUGS,15500.0,9
M,Black,RESISTING AN OFFICER,0.0,9
M,Black,ILL USE OF A WEAPON,0.0,-1
M,Black,SECOND DEGREE RAPE/F,15000.0,-1
M,Black,ORAL SEXUAL BATTERY,0.0,-1
M,Black,SIMPLE KIDNAPPING,0.0,-1
M,Black,SIMPLE ROBBERY,0.0,-1
M,White,,,-1
M,White,WARRANT/BENCH WARRAN,0.0,-1
M,White,THEFT/MISD/SHOPLIFTI,0.0,-1
M,Black,,,-1
M,White,UNAU USE OF MOTOR VE,0.0,-1
M,White,IDENTITY THEFT,10000.0,-1
M,White,THEFT,0.0,-1
M,White,MONETARY INSTRUMENT,0.0,-1
M,Black,BANK FRAUD,10000.0,9
M,Black,MONETARY INSTRUMENT,0.0,9
M,Black,THEFT,0.0,9
M,Black,CRUELTY TO JUVENILES,0.0,1210
M,Black,D W I /CC,0.0,1210
M,Black,EQUIPMENT VIOL/CC,0.0,1210
M,Black,,,-1
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,WARRANT/BENCH WARRAN,750.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,D W I /CC,3700.0,-1
M,Black,RECK OPER OF VEHICLE,0.0,-1
M,Black,DRIV LEFT OF CENTER/,0.0,-1
M,Black,POSS MARIJUANA/CC,0.0,-1
M,Black,SPEEDING/CC,600.0,-1
M,Black,LIC PLATE REQUIRED/C,0.0,-1
M,Black,D/L NOT IN POSS/CC,0.0,-1
M,Black,AGGRAVATED BATTERY,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,DRIV LEFT OF CENTER/,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,White,UNAU USE OF MOTOR VE,80000.0,-1
M,White,POSS SCH 1 DRUGS,0.0,-1
M,White,POSS/DIST MANUF SCHE,0.0,-1
M,White,POSS SCH 2 DRUGS,8000.0,-1
M,White,WARRANT/BENCH WARRAN,0.0,-1
M,White,FUGITIVE FROM JUSTIC,0.0,77
M,White,THEFT,0.0,77
M,Black,FIRST DEGREE MURDER,100000.0,-1
M,Black,ILL USE OF A WEAPON,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,RESISTING AN OFFICER,0.0,1
M,Black,AGGRAVATED BATTERY,8000.0,-1
M,White,,,-1
M,Black,,,-1
M,Black,CRUELTY TO JUVENILES,0.0,-1
M,Black,SIMPLE ASSAULT,0.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,UNAU USE OF MOTOR VE,5000.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,CONTEMPT OF COURT,0.0,-1
M,Black,MVI REQUIRED/CC,0.0,-1
M,Black,D/L NOT IN POSS/CC,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,POSS OF DRUG PARAPHE,0.0,-1
M,Black,DIST/MANF SCH1 DRUG,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Hispanic,UNAU ENTRY INHAB DWE,100000.0,-1
M,Hispanic,FUGITIVE FROM JUSTIC,0.0,-1
M,None,IMPROPER LANE USAGE,0.0,-1
M,None,D/L REQUIRED (STATE),0.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,-1
M,White,FUGITIVE FROM JUSTIC,0.0,31
M,White,DRINKING IN PUBLIC/C,0.0,31
M,White,SEAT BELT VIOL/CC,0.0,31
F,Black,DIST/PEACE,0.0,0
M,White,STALKING,10000.0,-1
F,Black,THEFT,50000.0,-1
F,Black,POSS MARIJUANA/CC,0.0,-1
M,Black,,,-1
M,Black,CRUELTY TO JUVENILES,7000.0,-1
M,Black,,,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,FIRST DEGREE MURDER,185000.0,-1
M,Black,ILL USE OF A WEAPON,0.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,COURT ORDER,0.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,-1
M,White,,,-1
M,White,DRINKING IN PUBLIC/C,0.0,74
M,White,LITTERING IN PUBLIC,0.0,74
M,White,THEFT,0.0,74
M,Black,BURGLARY/S INHAB DWE,15000.0,25
M,Black,POSS SCH 1 DRUGS,33500.0,-1
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,Black,POSS SCH 2 DRUGS,0.0,-1
M,Black,POSS OF DRUG PARAPHE,0.0,-1
M,Black,RESISTING AN OFFICER,0.0,-1
M,Black,D/L NOT IN POSS/CC,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
F,Black,UNAU ENTRY INHAB DWE,3500.0,-1
F,Black,WARRANT/BENCH WARRAN,0.0,-1
F,Black,POSSESSION DRUG PARA,1250.0,-1
F,Black,BATT/SIMPLE/CC,0.0,-1
F,Black,POSS MARIJUANA/CC,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,White,BURGLARY/SIMPLE,20000.0,-1
M,White,RESISTING AN OFFICER,0.0,-1
F,Black,UNAU USE OF MOTOR VE,0.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,-1
M,Black,FIRST DEGREE RAPE,115000.0,-1
M,Black,DIST/MANF SCH1 DRUG,0.0,-1
M,Black,POSS SCH 2 DRUGS,0.0,-1
M,Black,POSS SCH 1 DRUGS,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,D/L SUSP/REV,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,POSS MARIJUANA/CC,0.0,-1
M,Black,SEX OFFENDER REGISTR,150000.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,White,FUGITIVE FROM JUSTIC,0.0,-1
M,White,FAIL TO REG VEH,6300.0,-1
M,White,RESISTING AN OFFICER,0.0,-1
M,White,INSURANCE REQUIRED,0.0,-1
M,White,SEX OFFENDER REGISTR,0.0,-1
M,White,ADD LIGHTING EQUIP,0.0,-1
M,White,D/L REQUIRED (STATE),0.0,-1
F,White,ENT/REM AFTER FORB/C,0.0,10
F,White,RESISTING AN OFFICER,0.0,10
M,White,WARRANT/BENCH WARRAN,0.0,5
M,White,WARRANT/BENCH WARRAN,0.0,5
M,White,WARRANT/BENCH WARRAN,0.0,5
M,White,WARRANT/BENCH WARRAN,0.0,5
M,White,WARRANT/BENCH WARRAN,0.0,5
M,White,SOLICITATION FROM RO,0.0,5
F,Black,WARRANT/BENCH WARRAN,0.0,-1
F,Black,FUGITIVE FROM JUSTIC,0.0,-1
F,Black,IDENTITY THEFT,0.0,-1
F,Black,MVI REQUIRED/CC,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,White,WARRANT/BENCH WARRAN,0.0,-1
M,White,WARRANT/BENCH WARRAN,0.0,-1
F,Black,OBSCENITY,0.0,-1
F,Black,DIST/PEACE,0.0,-1
F,Black,ENT/REM AFTER FORB/C,0.0,-1
M,Black,SEX OFFENDER REGISTR,15000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
F,Black,MEDICAID FRAUD,10000.0,0
M,Black,FUGITIVE FROM JUSTIC,0.0,2
M,Black,WARRANT/BENCH WARRAN,0.0,2
M,Black,POSS SCH 2 DRUGS,5500.0,2
M,Black,OBSTRUCTION OF JUSTI,0.0,2
M,Black,THEFT,6000.0,-1
M,Black,THEFT,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,EQUIPMENT VIOL/CC,0.0,-1
M,Black,FUGITIVE FROM JUSTIC,0.0,5
M,Black,DOMESTIC ABUSE BATTE,0.0,5
M,Black,LIC PLATE REQUIRED/C,450.0,5
M,Black,FAIL TRANS REG,0.0,5
M,Black,PROBATION OR PAROLE,0.0,-1
M,Black,SPEEDING/CC,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,None,THEFT,10000.0,0
M,None,ACCESS DEVICE FRAUD,0.0,0
M,White,WARRANT/BENCH WARRAN,0.0,-1
M,White,FOLLOWING TOO CLOSE,0.0,-1
M,White,REFUSE CHEMICAL TEST,0.0,-1
M,White,INSURANCE REQUIRED,0.0,-1
M,White,POSSESSION ALCOHOL I,0.0,-1
M,Black,TERRORIZING,0.0,-1
M,Black,SIMPLE ROBBERY,120000.0,-1
M,Black,AGGRAVATED ASSAULT,0.0,-1
F,Black,SIMPLE BATTERY,6500.0,0
M,White,SEXUAL BATTERY/FORCI,18000.0,-1
M,Black,SECOND DEGREE MURDER,100000.0,-1
M,Black,SECOND DEGREE MURDER,250000.0,-1
M,White,UNKNOWN CHARGE FROM,0.0,-1
M,Black,SECOND DEGREE ROBBER,25000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
F,Black,SECOND DEGREE MURDER,75000.0,-1
M,Black,OBSCENITY,0.0,-1
M,Black,FIRST DEGREE MURDER,80000.0,-1
M,Black,ASSAULT BY DRIVE-BY,0.0,-1
M,Black,ILL USE OF A WEAPON,0.0,-1
M,Black,CRIM DAM TO PROP/AGG,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,THEFT OF A MOTOR VEH,5000.0,1
M,Black,WARRANT/BENCH WARRAN,1300.0,1
M,Black,WARRANT/BENCH WARRAN,2600.0,1
M,Black,WARRANT/BENCH WARRAN,575.0,1
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,Black,"LEASED VEH,FAILURE T",5000.0,-1
M,Black,ILL CARRYING WEAPON/,500.0,-1
M,Black,FORGERY,5500.0,1
M,Black,THEFT,0.0,1
M,Black,POSS SCH 1 / MARIJUA,1500.0,1
M,Black,POSS LEGEND DRUG,0.0,1
M,Black,DIST/MANF SCH 2 DRUG,7000.0,-1
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,Black,ILLEGAL CARRYING OF,275000.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,ILL USE OF A WEAPON,0.0,-1
M,Black,NUISANCE TO BE ABATE,0.0,-1
M,Black,POSS MARIJUANA/CC,0.0,-1
M,Black,SPEEDING/CC,0.0,-1
M,Black,LIC PLATE REQUIRED/C,0.0,-1
M,Black,ARMED ROBBERY,89500.0,-1
M,Black,THEFT OF A MOTOR VEH,0.0,-1
M,Black,EQUIPMENT VIOL/CC,0.0,-1
M,Black,HELMET REQUIRED,0.0,-1
M,Black,D/L NOT IN POSS/CC,0.0,-1
M,Black,POSS MARIJUANA/CC,0.0,-1
M,White,WARRANT/BENCH WARRAN,0.0,-1
M,White,THEFT,0.0,-1
M,White,WARRANT/BENCH WARRAN,0.0,-1
M,White,THEFT,0.0,-1
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,Black,SEX OFFENDER REGISTR,5000.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,SIMPLE ROBBERY,30000.0,-1
M,Black,AGGRAVATED ASSAULT,0.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,500.0,-1
M,Black,BATT/SIMPLE/CC,500.0,-1
M,Black,ENT/REM AFTER FORB/C,700.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,0.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,500.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,500.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,500.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,500.0,-1
M,Black,ENT/REM AFTER FORB/C,200.0,-1
M,Black,ENT/REM AFTER FORB/C,200.0,-1
M,Black,URINATING IN PUBLIC/,200.0,-1
M,Black,ENT/REM AFTER FORB/C,200.0,-1
M,Black,ENT/REM AFTER FORB/C,200.0,-1
M,Black,POSS SCH 1 DRUGS,5000.0,5
M,Black,RESISTING AN OFFICER,0.0,5
M,Black,FAIL MAIN CONTROL/CC,900.0,5
M,Black,D/L SUSP/REV,0.0,5
M,Black,CHILD RESTRAINT REQ,0.0,5
M,Black,CRIM DAM TO PROP/SIM,500.0,5
M,Black,HELMET REQUIRED,900.0,5
M,White,PROBATION OR PAROLE,0.0,131
M,Black,THEFT / RETAIL THEFT,0.0,-1
M,Black,RESISTING AN OFFICER,0.0,-1
M,Black,THEFT,0.0,-1
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,Black,THEFT / RETAIL THEFT,0.0,-1
M,Black,THEFT/FELONY,15000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,SECOND DEGREE MURDER,150000.0,-1
M,Black,HOME INVASION,0.0,-1
M,Black,WARRANT/BENCH WARRAN,5500.0,-1
M,Black,IMPROPER LANE USAGE,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,3
M,Black,FUGITIVE FROM JUSTIC,0.0,3
M,Black,WARRANT/BENCH WARRAN,200.0,3
M,White,UNKNOWN CHARGE FROM,0.0,-1
M,Black,SIMPLE ESCAPE,0.0,-1
M,Black,OBSTRUCTION OF JUSTI,0.0,-1
M,Black,,,-1
M,Black,UNAU USE OF MOTOR VE,37500.0,-1
M,Black,CRIM DAM TO PROP/AGG,0.0,-1
M,Black,POSS  MARIJUANA,0.0,-1
F,White,COURT ORDER,0.0,-1
M,White,THEFT,5000.0,-1
M,White,SPEEDING/SCHOOL ZONE,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,White,THEFT,1500.0,-1
M,White,POSS MARIJUANA/CC,0.0,-1
F,White,POSS SCH 2 DRUGS,5000.0,1
M,White,ACCESSORIES AFTER TH,40500.0,-1
M,White,SECOND DEGREE MURDER,0.0,-1
M,White,OBSTRUCTION OF JUSTI,0.0,-1
M,White,EQUIPMENT VIOL/CC,0.0,-1
M,White,D/L NOT IN POSS/CC,0.0,-1
M,White,INSURANCE REQUIRED,0.0,-1
M,White,UNAU USE OF MOTOR VE,10000.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,ILL USE OF A WEAPON,0.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,MANSLAUGHTER,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,White,UNKNOWN CHARGE FROM,0.0,-1
M,Black,,,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,DOMESTIC ABUSE BATTE,12500.0,-1
M,Black,RESISTING AN OFFICER,0.0,-1
M,Black,ILLEGAL CARRYING OF,0.0,-1
M,Black,POSS SCH 1 DRUGS,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,POSS SCH 1 DRUGS,32500.0,-1
M,Black,POSS SCH 2 DRUGS,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
M,Black,THEFT/MISD/SHOPLIFTI,0.0,-1
M,Black,EQUIPMENT VIOL/CC,0.0,-1
M,Black,D/L NOT IN POSS/CC,0.0,-1
M,Black,CHILD RESTRAINT REQ,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,D/L SUSP/REV,0.0,-1
M,Black,HOME INVASION,60000.0,-1
M,Black,DOMESTIC ABUSE BATTE,0.0,-1
M,Black,THEFT,0.0,-1
M,Black,SIMPLE ROBBERY,0.0,-1
M,Black,DOMESTIC ABUSE BATTE,100000.0,-1
M,White,D/L EXPIRED,0.0,0
M,White,HIT & RUN,0.0,0
M,White,FAIL REPORT ACCIDENT,0.0,0
M,Black,DIST/MANF SCH1 DRUG,6500.0,1
F,Black,THEFT,900.0,-1
F,Black,THEFT,0.0,-1
F,Black,WARRANT/BENCH WARRAN,0.0,-1
F,Black,THEFT/MISD/SHOPLIFTI,500.0,-1
F,Black,ENT/REM AFTER FORB/C,700.0,-1
F,Black,THEFT/MISD/SHOPLIFTI,0.0,-1
F,Black,POSSESSION DRUG PARA,750.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,,,51
F,Black,BATT/DATING PARTNER,500.0,0
M,Black,DIST/PEACE/INTOXICAT,13000.0,-1
M,Black,AGGRAVATED BURGLARY,0.0,-1
M,Black,ILLEGAL CARRYING OF,0.0,-1
M,Black,WARRANT/BENCH WARRAN,0.0,-1
F,Black,CRUELTY TO JUVENILES,0.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,BURGLARY/SIMPLE,232000.0,-1
M,Black,RESISTING AN OFFICER,0.0,-1
M,Black,CRUELTY TO ANIMALS,0.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,RESISTING AN OFFICER,0.0,-1
M,Black,RED LIGHT/DISOBEY,0.0,-1
M,Black,D/L SUSP/REV,0.0,-1
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,Black,UNAUTHORIZED USE OF,20000.0,-1
M,Black,THEFT,0.0,-1
M,Black,POSS MARIJUANA/CC,1000.0,-1
M,Black,UNAUTHORIZED USE OF,17000.0,-1
M,Black,RESISTING AN OFFICER,0.0,-1
M,Black,POSS SCH 1 DRUGS,0.0,-1
M,Black,INSPECTION STICKER,0.0,-1
M,Black,LICENSE PLATES - SWI,0.0,-1
F,Black,MEDICAID FRAUD,4000.0,0
M,Black,FUGITIVE FROM JUSTIC,0.0,-1
M,White,THEFT/MISD/SHOPLIFTI,500.0,-1
M,Black,SECOND DEGREE MURDER,275000.0,-1
F,Black,RESISTING AN OFFICER,0.0,-1
F,Black,ARMED ROBBERY,0.0,-1
F,Black,THEFT,5000.0,-1
F,Black,THEFT,10000.0,-1
F,Black,THEFT/MISD,0.0,-1
F,White,THEFT,10000.0,0
F,White,ACCESS DEVICE FRAUD,0.0,0
M,Black,STOPPING VEH IN ROAD,0.0,-1
M,Black,POSS SCH I / HEROIN,19500.0,-1
M,Black,POSS SCH 2 DRUGS,0.0,-1
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,Black,D/L NOT IN POSS/CC,0.0,-1
M,Black,IMPROPER LANE USAGE/,0.0,-1
M,Black,POSSESSION DRUG PARA,0.0,-1
M,Black,POSS MARIJUANA/CC,0.0,-1
M,Black,DIST/MANF SCH1 DRUG,14500.0,-1
M,Black,POSS  MARIJUANA,0.0,-1
M,Black,OBSTRUCTION OF JUSTI,0.0,-1
M,Black,DOMESTIC ABUSE BATTE,4000.0,-1
M,Black,UNKNOWN CHARGE FROM,0.0,-1
M,Black,THEFT OF A MOTOR VEH,150000.0,-1
M,Black,VEH TRESPASS,500.0,-1
M,White,UNAU ENTRY BUSINESS,10000.0,-1
M,White,FLEE TO ELUDE POLICE,0.0,-1
M,White,MVI REQUIRED/CC,0.0,-1
M,White,D/L NOT IN POSS/CC,0.0,-1
M,White,STOP SIGN/YIELD SIGN,0.0,-1
