Sex,Race,Charge,Bond,Duration_Jail
M,Black,FIRST DEGREE RAPE,115000.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,White,INSURANCE REQUIRED,0.0,-1
M,White,ADD LIGHTING EQUIP,0.0,-1
M,White,SOLICITATION FROM RO,0.0,5
M,Black,BURGLARY/SIMPLE,0.0,-1
F,Black,OBSCENITY,0.0,-1
F,Black,DIST/PEACE,0.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
F,Black,MEDICAID FRAUD,10000.0,0
M,Black,OBSTRUCTION OF JUSTI,0.0,2
M,Black,FAIL TRANS REG,0.0,5
M,None,ACCESS DEVICE FRAUD,0.0,0
M,White,FOLLOWING TOO CLOSE,0.0,-1
M,White,REFUSE CHEMICAL TEST,0.0,-1
M,White,INSURANCE REQUIRED,0.0,-1
M,White,POSSESSION ALCOHOL I,0.0,-1
M,Black,SIMPLE ROBBERY,120000.0,-1
M,Black,AGGRAVATED ASSAULT,0.0,-1
F,Black,SIMPLE BATTERY,6500.0,0
M,White,SEXUAL BATTERY/FORCI,18000.0,-1
M,Black,SECOND DEGREE MURDER,100000.0,-1
M,Black,SECOND DEGREE MURDER,250000.0,-1
M,Black,SECOND DEGREE ROBBER,25000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
F,Black,SECOND DEGREE MURDER,75000.0,-1
M,Black,OBSCENITY,0.0,-1
M,Black,FIRST DEGREE MURDER,80000.0,-1
M,Black,"LEASED VEH,FAILURE T",5000.0,-1
M,Black,ILL CARRYING WEAPON/,500.0,-1
M,Black,POSS SCH 1 / MARIJUA,1500.0,1
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,ARMED ROBBERY,89500.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,SIMPLE ROBBERY,30000.0,-1
M,Black,AGGRAVATED ASSAULT,0.0,-1
M,Black,FAIL MAIN CONTROL/CC,900.0,5
M,Black,CHILD RESTRAINT REQ,0.0,5
M,Black,THEFT / RETAIL THEFT,0.0,-1
M,Black,THEFT / RETAIL THEFT,0.0,-1
M,Black,THEFT/FELONY,15000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,SECOND DEGREE MURDER,150000.0,-1
M,Black,IMPROPER LANE USAGE,0.0,-1
M,Black,OBSTRUCTION OF JUSTI,0.0,-1
F,White,COURT ORDER,0.0,-1
M,White,SPEEDING/SCHOOL ZONE,0.0,-1
M,White,ACCESSORIES AFTER TH,40500.0,-1
M,White,SECOND DEGREE MURDER,0.0,-1
M,White,OBSTRUCTION OF JUSTI,0.0,-1
M,White,INSURANCE REQUIRED,0.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,MANSLAUGHTER,0.0,-1
M,Black,CHILD RESTRAINT REQ,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,SIMPLE ROBBERY,0.0,-1
M,White,D/L EXPIRED,0.0,0
M,White,FAIL REPORT ACCIDENT,0.0,0
F,Black,POSSESSION DRUG PARA,750.0,-1
F,Black,BATT/DATING PARTNER,500.0,0
M,Black,BURGLARY/SIMPLE,232000.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,RED LIGHT/DISOBEY,0.0,-1
M,Black,UNAUTHORIZED USE OF,20000.0,-1
M,Black,UNAUTHORIZED USE OF,17000.0,-1
M,Black,INSPECTION STICKER,0.0,-1
M,Black,LICENSE PLATES - SWI,0.0,-1
F,Black,MEDICAID FRAUD,4000.0,0
M,Black,SECOND DEGREE MURDER,275000.0,-1
F,Black,ARMED ROBBERY,0.0,-1
F,Black,THEFT/MISD,0.0,-1
F,White,ACCESS DEVICE FRAUD,0.0,0
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,Black,POSSESSION DRUG PARA,0.0,-1
M,Black,OBSTRUCTION OF JUSTI,0.0,-1
M,Black,SEXUAL BATTERY/FORCI,150000.0,-1
F,Black,DIST/PEACE,0.0,1
M,Black,THEFT/FELONY,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
F,White,INSURANCE REQUIRED,0.0,-1
M,Black,BATT/DATING PARTNER,50000.0,-1
M,Black,FIRST DEGREE RAPE,0.0,-1
M,Black,FIRST DEGREE RAPE,100000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
M,White,ACCESS DEVICE FRAUD,0.0,-1
M,White,CARELESS DRIVING,0.0,-1
M,White,INSURANCE REQUIRED,0.0,-1
M,Black,ASSAULT/AGG DOMESTIC,15000.0,-1
M,Black,OBSTRUCTION OF JUSTI,0.0,-1
M,Black,OBSCENITY,10000.0,-1
M,Black,SECOND DEGREE MURDER,250000.0,-1
F,White,FEDERAL VIOLATIONS,0.0,-1
M,White,HOLD/RET OTHER AGENC,0.0,40
M,Black,SEXUAL BATTERY/FORCI,160000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,ACCESS DEVICE FRAUD,0.0,-1
M,White,RED LIGHT/DISOBEY,0.0,4
M,White,INTERFERE W/OFFICER/,0.0,4
M,White,BATT/POLICE OFF/CC,0.0,4
M,Black,SECOND DEGREE MURDER,110000.0,-1
M,Black,BURGLARY/SIMPLE,6000.0,690
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,SECOND DEGREE MURDER,195000.0,-1
M,Black,OBSTRUCTION OF JUSTI,0.0,-1
M,Black,DIST/MANF SCH 4 DRUG,15000.0,-1
F,Black,FEDERAL VIOLATIONS,0.0,-1
M,Black,FIRST DEGREE MURDER,185000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,HUMAN TRAFFICKING,150000.0,-1
M,Black,SEXUAL BATTERY,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,SECOND DEGREE MURDER,500000.0,-1
F,White,FAIL MAIN CONTROL/CC,0.0,0
F,White,RECK OPER OF VEHICLE,0.0,0
F,Black,SIMPLE ROBBERY,100000.0,-1
F,Black,ACCESSORIES AFTER TH,0.0,1
F,Black,FIRST DEGREE MURDER,0.0,1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
M,Black,FIRST DEGREE RAPE,150000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,DWI 1ST OFFENSE,2700.0,4
M,White,OBSCENITY,8000.0,-1
M,Black,ARMED ROBBERY,100000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,FIRST DEGREE MURDER,70000.0,-1
M,Black,FIRST DEGREE RAPE,350000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
M,Black,SIMPLE BATTERY,0.0,-1
F,Black,DIST THE PEACE,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,91
M,Black,FLIGHT FROM OFFICER,0.0,914
M,Black,SIMPLE ROBBERY,0.0,914
M,Black,AGGRAVATED ASSAULT,0.0,914
M,Black,IMPROPER LANE USAGE,0.0,-1
M,Black,THEFT/MISD,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,THEFT/FELONY,0.0,-1
M,Black,ATTEMPT,0.0,-1
M,Black,OBSCENITY,0.0,346
M,White,BURGLARY/SIMPLE,30000.0,65
M,Black,DIST/MANF SCH 4 DRUG,0.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,-1
M,Black,CRIMINAL TRESPASS,1000.0,25
M,Black,AGGRAVATED BATTERY,0.0,-1
M,Black,SECOND DEGREE KIDNAP,10000.0,143
M,Black,SIMPLE BATTERY,0.0,143
M,Black,MEDICAID FRAUD,0.0,-1
M,Black,SECOND DEGREE MURDER,300000.0,-1
M,Black,LIC PLATE LIGHT REQ,0.0,-1
M,Black,UNNECESSARY NOISE/VE,0.0,-1
M,Black,RECK OPER OF VEHICLE,0.0,-1
M,Black,FAIL MAIN CONTROL/CC,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,ARMED ROBBERY,123000.0,-1
M,Black,POSS OF DRUG PARAPHE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,THEFT/FELONY,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,SECOND DEGREE MURDER,100000.0,-1
M,Black,FLIGHT FROM OFFICER,25000.0,38
M,White,BATT/DATING PARTNER,525000.0,-1
M,White,VIOLATION OF PROB &,0.0,-1
M,Black,POSS SCH 4 DRUGS,15000.0,-1
M,White,SPEEDING,0.0,0
M,Black,SIMPLE ASSAULT,2500.0,0
F,Black,MANSLAUGHTER,300000.0,-1
M,Black,SECOND DEGREE MURDER,350000.0,-1
M,Black,SIMPLE ARSON,50000.0,-1
M,Black,LITTERING IN PUBLIC,0.0,-1
M,Black,SEXUAL BATTERY/FORCI,100000.0,-1
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,Black,STALKING,0.0,-1
M,Black,SIMPLE ROBBERY,0.0,-1
M,Black,POSS SCH 1 / MARIJUA,22500.0,-1
M,Black,SECOND DEGREE BATTER,0.0,-1
M,Black,SECOND DEGREE MURDER,420000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,White,SOLICITATION FROM RO,0.0,5
M,Black,ARMED ROBBERY,25000.0,-1
M,Black,RED LIGHT/DISOBEY,0.0,2
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,TURNS NOT ALLOWED/CC,0.0,-1
F,Black,ACCESSORIES AFTER TH,4000.0,0
F,Black,AGGRAVATED BATTERY,0.0,0
F,Black,ACCESSORIES AFTER TH,0.0,0
M,Black,BURGLARY/SIMPLE,9500.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,"FAIL/SIGNAL,IMPROPER",900.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
F,Black,SECOND DEGREE ROBBER,50000.0,-1
M,White,BURGLARY/SIMPLE,100000.0,-1
M,White,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,10000.0,-1
M,Black,BURGLARY/SIMPLE,15000.0,-1
M,Black,POSS OF DRUG PARAPHE,0.0,-1
M,Black,SECOND DEGREE MURDER,400000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,BURGLARY/SIMPLE,15000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,SECOND DEGREE MURDER,650000.0,623
M,Black,ARMED ROBBERY,0.0,623
M,Black,FIRST DEGREE MURDER,0.0,623
M,Black,ARMED ROBBERY,0.0,623
M,Black,OBSCENITY,0.0,623
M,Black,SEXUAL BATTERY/FORCI,0.0,623
M,Black,SIMPLE BATTERY,0.0,623
M,Black,POSS SCH 1 / MARIJUA,0.0,-1
M,Black,SECOND DEGREE MURDER,500000.0,-1
M,Black,ARMED ROBBERY,75000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,ARMED ROBBERY,75000.0,-1
M,Black,AGGRAVATED BATTERY,75000.0,-1
M,Black,ASSAULT/AGG DOMESTIC,0.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,SECOND DEGREE MURDER,150000.0,-1
M,Black,SPEEDING/SCHOOL ZONE,600.0,32
M,Black,LIC PLATE REQUIRED,0.0,-1
M,Black,RED LIGHT/DISOBEY,0.0,-1
M,White,OBSCENITY,10000.0,-1
M,Hispanic,DIST/PEACE,0.0,0
M,None,FIRST DEGREE RAPE,450000.0,-1
M,Hispanic,SECOND DEGREE MURDER,0.0,-1
M,Hispanic,ASSAULT/AGG DOMESTIC,25000.0,-1
M,Hispanic,AGGRAVATED BATTERY,0.0,-1
M,White,REFUSE CHEMICAL TEST,0.0,0
F,Black,IMPROPER LANE USAGE,230.0,-1
M,Black,FIRST DEGREE RAPE,0.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
M,None,ASSAULT/AGG DOMESTIC,0.0,-1
M,Black,SECOND DEGREE MURDER,20000.0,-1
M,White,BURGLARY/SIMPLE,0.0,-1
M,White,ACCESS DEVICE FRAUD,0.0,-1
M,White,UNAUTHORIZED USE OF,0.0,-1
M,Black,SECOND DEGREE BATTER,7500.0,-1
M,Black,SECOND DEGREE MURDER,275000.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,OBSTRUCTION OF JUSTI,0.0,-1
M,Black,ILL USE OF A WEAPON/,500.0,-1
F,White,POSS OF DRUG PARAPHE,0.0,1
M,Black,SEAT BELT VIOL/CC,0.0,25
M,Black,HOLD/RET OTHER AGENC,0.0,-1
M,White,BURGLARY/SIMPLE,12500.0,-1
M,Black,ILL CARRYING WEAPON/,0.0,-1
M,Black,FIRST DEGREE MURDER,185000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,D/L FAIL CHG ADDRESS,500.0,1
M,Black,INSURANCE REQUIRED,3400.0,1
M,Black,RECK OPER OF VEHICLE,0.0,1
M,Black,SECOND DEGREE MURDER,300000.0,-1
M,Black,FIRST DEGREE MURDER,37000.0,-1
M,Black,POSS SCH 1 / MARIJUA,2000.0,-1
F,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,ASSAULT/AGG DOMESTIC,0.0,-1
M,Black,SECOND DEGREE MURDER,220000.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,POSSESSION DRUG PARA,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Hispanic,FAIL MAIN CONTROL/CC,0.0,-1
M,Hispanic,INSURANCE REQUIRED,0.0,-1
M,Hispanic,RECK OPER OF VEHICLE,0.0,-1
M,White,SOLICITATION FROM RO,0.0,-1
M,White,TRESPASSING,1000.0,-1
M,Black,ARMED ROBBERY,0.0,3
M,Black,AGGRAVATED BATTERY,0.0,3
M,Black,BURGLARY/SIMPLE,60000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,TRESPASSING,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,ACCESS DEVICE FRAUD,0.0,-1
M,Black,BURGLARY/SIMPLE,5000.0,-1
M,Black,ACCESS DEVICE FRAUD,0.0,-1
M,Black,DWI 2ND OFFENSE,3700.0,-1
M,Black,RECK OPER OF VEHICLE,0.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,1
M,Black,INCITING A FELONY,0.0,22
F,Black,FOLLOWING TOO CLOSE,0.0,1
M,White,CRIMINAL TRESPASS,0.0,-1
M,Black,DIST/PEACE,0.0,30
M,Black,LIC PLATE REQUIRED/S,0.0,30
M,Black,BATT/DATING PARTNER,10000.0,-1
M,Black,FIRST DEGREE RAPE,0.0,-1
M,White,SECOND DEGREE BATTER,17500.0,1
M,White,DIST/PEACE,0.0,-1
M,White,SECOND DEGREE MURDER,80000.0,-1
M,White,FEDERAL VIOLATIONS,0.0,-1
M,White,POSS SCH 4 DRUGS,137000.0,-1
M,Black,AGGRAVATED BATTERY,0.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,-1
F,White,IMPROPER LANE USAGE,0.0,1
F,White,D/L EXPIRED,0.0,1
M,White,AGGRAVATED ASSAULT,0.0,-1
M,Black,CARELESS DRIVING,0.0,59
M,Black,INSURANCE REQUIRED,0.0,59
M,Black,SIMPLE ROBBERY,0.0,188
M,Black,IMPROPER LANE USAGE,0.0,188
M,White,THEFT/FELONY,0.0,30
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,D/L NOT ON PERSON,0.0,-1
F,White,DWI 1ST OFFENSE,2700.0,0
F,Black,COURT ORDER,0.0,1
F,Black,HOLD/RET OTHER AGENC,0.0,1
F,Black,COURT ORDER,0.0,-1
M,Black,BURGLARY/SIMPLE,300000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,1
F,White,ACCESS DEVICE FRAUD,5000.0,-1
M,Black,THEFT/FELONY,3000.0,6
M,Black,SEAT BELT VIOL/CC,0.0,6
F,Black,SECOND DEGREE MURDER,200000.0,-1
M,Black,POSS OF DRUG PARAPHE,0.0,-1
M,Black,AGGRAVATED BATTERY,0.0,-1
M,None,POSSESSION ALCOHOL I,0.0,-1
M,None,INSURANCE REQUIRED,0.0,-1
M,Black,HOLD/RET OTHER AGENC,0.0,-1
M,White,SPEEDING,0.0,-1
F,White,POSS OF DRUG PARAPHE,0.0,-1
M,Black,ARMED ROBBERY,175000.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,FIRST DEGREE MURDER,0.0,-1
M,Black,BANK FRAUD,0.0,-1
M,White,POSS SCH 4 DRUGS,0.0,-1
F,Black,CHILD RESTRAINT REQ,0.0,-1
F,Black,INSURANCE REQUIRED,0.0,-1
F,Black,SEAT BELT VIOL/CC,0.0,-1
F,Black,CHILD RESTRAINT REQ,0.0,-1
M,Black,CRIMINAL TRESPASS,4020.0,-1
M,Black,THIRD DEGREE RAPE,355000.0,-1
M,Black,OBSCENITY,0.0,-1
M,White,SIMPLE BATTERY,0.0,-1
M,White,TRESPASSING,0.0,-1
F,White,ARMED ROBBERY,200000.0,-1
F,White,AGGRAVATED BATTERY,0.0,-1
M,White,INSURANCE REQUIRED,0.0,3
F,Black,CRIMINAL TRESPASS,1500.0,-1
F,Black,POSS OF DRUG PARAPHE,0.0,-1
F,Black,POSSESSION DRUG PARA,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,SECOND DEGREE MURDER,200000.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,STALKING,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,POSSESSION ALCOHOL I,0.0,-1
M,Black,OBSCENITY,5000.0,-1
M,Black,ARMED ROBBERY,75000.0,-1
M,Black,LIC PLATE REQUIRED,0.0,-1
M,Black,ARMED ROBBERY,150000.0,-1
M,Black,SECOND DEGREE MURDER,100000.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,SIMPLE ROBBERY,25000.0,-1
M,Black,SIMPLE BATTERY,0.0,-1
M,Black,CHILD RESTRAINT REQ,0.0,-1
M,Black,SEAT BELT VIOL/CC,0.0,-1
M,Black,RECK OPER OF VEHICLE,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,White,BANK FRAUD,0.0,-1
M,White,HOLD/RET OTHER AGENC,0.0,-1
M,White,THEFT/FELONY,0.0,-1
M,Black,MEDICAID FRAUD,10000.0,0
M,Black,CRIMINAL CONSPIRACY,0.0,0
M,Black,ARMED ROBBERY,150000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,FLIGHT FROM OFFICER,0.0,-1
M,Black,SECOND DEGREE MURDER,350000.0,-1
M,Black,RECK OPER OF VEHICLE,0.0,-1
M,Black,FAIL MAIN CONTROL/CC,0.0,-1
M,Black,BURG/AUTO UNDER $50,10000.0,-1
M,White,AGGRAVATED BATTERY,0.0,-1
F,White,HOLD/RET OTHER AGENC,0.0,-1
F,White,FIRST DEGREE MURDER,600000.0,-1
F,White,ARMED ROBBERY,0.0,-1
M,Hispanic,AGGRAVATED BATTERY,0.0,130
M,White,ARMED ROBBERY,50000.0,-1
M,White,POSSESSION ALCOHOL I,0.0,194
M,Black,INCITING A FELONY,0.0,529
M,Black,INSURANCE REQUIRED,0.0,529
M,Black,FAIL/YIELD LEFT TURN,0.0,529
M,Black,BATT/DATING PARTNER,7000.0,-1
M,Black,SECOND DEGREE BATTER,0.0,-1
M,Black,SECOND DEGREE BATTER,0.0,-1
M,Black,ARMED ROBBERY,130000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,White,BATT/DATING PARTNER,30000.0,-1
M,White,BURGLARY/SIMPLE,0.0,-1
M,Black,ARMED ROBBERY,0.0,-1
M,Black,CRIMINAL TRESPASS,15000.0,-1
F,White,POSS SCH 1 / MARIJUA,0.0,3
F,Black,MEDICAID FRAUD,6500.0,0
F,Black,CHILD DESERTION,0.0,21
F,Black,RED LIGHT/DISOBEY,0.0,21
F,Black,MEDICAID FRAUD,7500.0,0
M,Black,INSURANCE REQUIRED,0.0,-1
M,White,BURGLARY/SIMPLE,5000.0,-1
F,Hispanic,ASSAULT/AGG DOMESTIC,0.0,2
M,Black,SECOND DEGREE MURDER,250000.0,-1
M,Black,SECOND DEGREE MURDER,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,196
M,Black,POSS SCH 1 / MARIJUA,0.0,196
M,Black,THEFT/FELONY,1500.0,-1
M,Black,THEFT/FELONY,10000.0,-1
M,Black,BURGLARY/SIMPLE,100000.0,-1
M,Black,TURNS NOT ALLOWED/CC,0.0,-1
M,White,BURGLARY/SIMPLE,0.0,-1
M,White,BURGLARY/SIMPLE,0.0,-1
M,White,DISCHARGE FIREARMS/C,0.0,-1
M,Black,FIRST DEGREE MURDER,500000.0,-1
M,Black,CHILD RESTRAINT REQ,0.0,-1
M,White,OBSCENITY,0.0,-1
M,White,UNAUTHORIZED USE OF,0.0,-1
M,Black,STALKING,0.0,-1
M,Black,SECOND DEGREE MURDER,115000.0,-1
M,Black,SIMPLE BATTERY,0.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
M,Black,FIRST DEGREE MURDER,310000.0,-1
M,Black,DISCHARGE FIREARMS/C,500.0,-1
M,Black,THEFT/FELONY,2000.0,1
M,Black,BURGLARY/SIMPLE,5000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
M,Black,SEXUAL BATTERY/FORCI,55000.0,-1
M,Black,MISDEMEANOR SEXUAL B,0.0,-1
M,Black,POSS SCH 1 / MARIJUA,265000.0,-1
M,Black,SECOND DEGREE MURDER,90000.0,-1
M,Black,BURGLARY/SIMPLE,0.0,-1
F,Black,POSS OF DRUG PARAPHE,0.0,-1
F,Black,INSURANCE REQUIRED,0.0,-1
M,White,BURGLARY/SIMPLE,7500.0,-1
M,White,SEAT BELT VIOL/CC,0.0,-1
M,Black,SIMPLE BATTERY,0.0,-1
M,Black,FIRST DEGREE RAPE,240000.0,-1
M,Black,SEXUAL BATTERY/FORCI,0.0,-1
M,Black,OBSCENITY,0.0,-1
M,Black,SECOND DEGREE BATTER,0.0,-1
M,Black,OBSCENITY,10000.0,-1
F,White,SECOND DEGREE MURDER,100000.0,-1
M,White,ACCESS DEVICE FRAUD,5000.0,-1
M,White,HOLD/RET OTHER AGENC,0.0,-1
M,Black,SECOND DEGREE MURDER,80000.0,-1
M,White,BURGLARY/SIMPLE,7500.0,-1
M,White,BURGLARY/SIMPLE,2500.0,-1
M,Black,FAIL MAIN CONTROL/CC,0.0,-1
M,Black,INSURANCE REQUIRED,0.0,-1
M,Black,RECK OPER OF VEHICLE,0.0,-1
M,Black,FLIGHT FROM OFFICER,10000.0,-1
